"","CustomerID","last_order","r","f","m","r_score","f_score","m_score","total_score","fm_score"
"2123",15239,2011-11-29,10,2,780.59,4,2,3,7,5
"2124",15240,2011-10-26,44,5,1706.57,3,4,4,8,8
"2125",15241,2011-10-04,66,8,1756.44,2,4,4,8,8
"2126",15243,2011-09-26,74,1,316.68,2,1,2,4,3
"2127",15244,2011-10-05,65,2,631.57,2,2,2,6,4
"2128",15245,2011-07-28,134,3,2515.84,2,3,4,6,7
"2129",15246,2011-04-15,238,2,514.15,1,2,2,5,4
"2130",15247,2011-08-09,122,1,356,2,1,2,3,3
"2131",15249,2011-11-08,31,13,6688.46,3,4,4,8,8
"2132",15251,2011-11-30,9,11,10484.99,4,4,4,9,8
"2133",15252,2011-11-03,36,2,740.78,3,2,3,6,5
"2134",15253,2011-11-23,16,5,918.2,4,4,3,8,7
"2135",15254,2011-08-04,127,1,300.36,2,1,1,3,2
"2136",15255,2011-10-04,66,1,890.85,2,1,3,5,4
"2137",15256,2011-07-14,148,1,98.45,1,1,1,3,2
"2138",15257,2011-03-01,283,1,317.15,1,1,2,3,3
"2139",15258,2011-06-24,168,2,623.16,1,2,2,5,4
"2140",15260,2011-08-31,100,7,1810.77,2,4,4,7,8
"2141",15261,2011-07-27,135,1,254.82,2,1,1,3,2
"2142",15262,2011-01-20,323,1,178.95,1,1,1,3,2
"2143",15263,2011-08-25,106,1,156.51,2,1,1,3,2
"2144",15264,2011-10-06,64,1,393.74,2,1,2,5,3
"2145",15265,2011-07-11,151,2,1506.12,1,2,3,6,5
"2146",15266,2011-01-05,338,1,119.3,1,1,1,3,2
"2147",15267,2011-11-17,22,5,1717.36,3,4,4,9,8
"2148",15269,2011-11-16,23,1,408.8,3,1,2,6,3
"2149",15270,2011-11-24,15,7,2379.49,4,4,4,9,8
"2150",15271,2011-12-02,7,15,2493.34,4,4,4,9,8
"2151",15272,2011-10-13,57,2,721.94,2,2,3,6,5
"2152",15274,2011-12-05,4,2,716.57,4,2,3,7,5
"2153",15275,2011-11-02,37,1,615.14,3,1,2,5,3
"2154",15276,2011-10-04,66,1,128.63,2,1,1,4,2
"2155",15277,2011-10-24,46,1,255.9,3,1,1,4,2
"2156",15279,2010-12-20,354,1,290.51,1,1,1,3,2
"2157",15280,2011-06-20,172,1,113.12,1,1,1,3,2
"2158",15281,2011-10-12,58,9,2332.15,2,4,4,8,8
"2159",15286,2011-10-21,49,1,240.55,3,1,1,4,2
"2160",15287,2011-11-17,22,2,486.69,3,2,2,7,4
"2161",15288,2011-10-27,43,5,2306.52,3,4,4,8,8
"2162",15289,2011-11-10,29,3,939.78,3,3,3,6,6
"2163",15290,2011-12-05,4,18,7943.22,4,4,4,9,8
"2164",15291,2011-11-14,25,14,4623.3,3,4,4,8,8
"2165",15292,2011-05-22,201,1,178.39,1,1,1,3,2
"2166",15296,2011-10-20,50,6,3672.86,3,4,4,8,8
"2167",15297,2011-11-29,10,3,641.94,4,3,2,7,5
"2168",15298,2011-12-07,2,12,4799.9,4,4,4,9,8
"2169",15299,2011-10-03,67,6,3907.01,2,4,4,8,8
"2170",15300,2011-10-06,64,1,496.44,2,1,2,5,3
"2171",15301,2011-10-20,50,12,5049.95,3,4,4,8,8
"2172",15303,2011-02-22,290,1,574.02,1,1,2,4,3
"2173",15304,2011-10-10,60,8,694.4,2,4,3,7,7
"2174",15306,2011-10-06,64,3,1174.35,2,3,3,6,6
"2175",15307,2011-09-05,95,1,205.3,2,1,1,3,2
"2176",15308,2011-03-10,274,1,310.47,1,1,2,3,3
"2177",15311,2011-12-09,0,91,60632.75,4,4,4,9,8
"2178",15312,2011-09-25,75,4,924.85,2,3,3,7,6
"2179",15313,2011-08-21,110,1,52,2,1,1,3,2
"2180",15314,2011-05-24,199,1,327.97,1,1,2,3,3
"2181",15315,2011-10-06,64,2,570.5,2,2,2,6,4
"2182",15316,2011-01-17,326,1,165,1,1,1,3,2
"2183",15318,2011-12-06,3,1,312.62,4,1,2,5,3
"2184",15319,2011-03-01,283,1,204.5,1,1,1,3,2
"2185",15320,2011-10-26,44,1,267.13,3,1,1,4,2
"2186",15321,2011-09-30,70,3,2748.31,2,3,4,7,7
"2187",15322,2011-09-15,85,1,679.68,2,1,3,5,4
"2188",15325,2011-08-28,103,1,161.74,2,1,1,3,2
"2189",15326,2011-01-10,333,1,311.71,1,1,2,3,3
"2190",15327,2011-10-18,52,1,208.75,2,1,1,4,2
"2191",15329,2011-10-31,39,3,1049.7,3,3,3,6,6
"2192",15330,2011-11-07,32,2,714.96,3,2,3,6,5
"2193",15332,2010-12-08,366,4,1661.06,1,3,4,7,7
"2194",15333,2011-05-15,208,1,1028.56,1,1,3,4,4
"2195",15334,2011-07-06,156,3,347.87,1,3,2,4,5
"2196",15335,2011-10-17,53,1,170.22,2,1,1,4,2
"2197",15339,2011-10-04,66,2,574.07,2,2,2,6,4
"2198",15341,2011-09-20,80,1,2020.52,2,1,4,6,5
"2199",15342,2011-08-02,129,1,406.09,2,1,2,4,3
"2200",15343,2011-09-13,87,1,364.5,2,1,2,4,3
"2201",15344,2011-12-09,0,3,563.94,4,3,2,7,5
"2202",15345,2011-10-25,45,1,393.54,3,1,2,5,3
"2203",15346,2011-01-11,332,1,252.42,1,1,1,3,2
"2204",15347,2010-12-08,366,1,201.6,1,1,1,3,2
"2205",15348,2011-09-28,72,1,158.04,2,1,1,4,2
"2206",15349,2011-07-04,158,2,463.91,1,2,2,5,4
"2207",15350,2010-12-01,373,1,115.65,1,1,1,3,2
"2208",15351,2011-11-27,12,7,1934.66,4,4,4,9,8
"2209",15353,2011-03-30,254,2,770.12,1,2,3,5,5
"2210",15355,2011-11-10,29,2,277.05,3,2,1,5,3
"2211",15356,2011-11-08,31,10,2718.03,3,4,4,8,8
"2212",15358,2011-12-05,4,22,8347.2,4,4,4,9,8
"2213",15360,2011-10-31,39,1,427.93,3,1,2,5,3
"2214",15361,2010-12-13,361,1,418.92,1,1,2,4,3
"2215",15363,2010-12-02,372,1,326,1,1,2,3,3
"2216",15364,2011-09-05,95,2,913.19,2,2,3,5,5
"2217",15365,2011-11-14,25,7,2314.32,3,4,4,8,8
"2218",15366,2011-09-25,75,2,602.51,2,2,2,6,4
"2219",15367,2011-10-13,57,4,1877.59,2,3,4,8,7
"2220",15368,2011-11-18,21,1,446.94,3,1,2,6,3
"2221",15370,2011-10-30,40,7,2386.05,3,4,4,8,8
"2222",15372,2011-07-25,137,1,2007.4,2,1,4,5,5
"2223",15373,2011-12-01,8,12,2415.91,4,4,4,9,8
"2224",15374,2011-08-03,128,1,168,2,1,1,3,2
"2225",15376,2011-10-30,40,3,1221.56,3,3,3,7,6
"2226",15379,2011-06-23,169,7,3703.29,1,4,4,7,8
"2227",15380,2011-12-01,8,5,1690.26,4,4,4,9,8
"2228",15381,2011-05-10,213,2,596.85,1,2,2,5,4
"2229",15382,2011-11-25,14,6,5955.71,4,4,4,9,8
"2230",15384,2011-06-23,169,2,642.41,1,2,2,5,4
"2231",15385,2011-10-30,40,1,316.88,3,1,2,4,3
"2232",15386,2011-06-06,186,1,394.14,1,1,2,4,3
"2233",15388,2011-03-14,270,1,140.54,1,1,1,3,2
"2234",15389,2011-06-20,172,1,500,1,1,2,4,3
"2235",15392,2011-12-05,4,4,1535.53,4,3,3,9,6
"2236",15393,2011-11-23,16,2,231.86,4,2,1,6,3
"2237",15394,2011-11-30,9,4,2183.54,4,3,4,9,7
"2238",15395,2011-01-18,325,1,107.45,1,1,1,3,2
"2239",15396,2011-08-19,112,1,288.18,2,1,1,3,2
"2240",15397,2011-02-23,289,1,94,1,1,1,3,2
"2241",15398,2011-11-23,16,2,1345.53,4,2,3,8,5
"2242",15399,2011-12-08,1,3,815.77,4,3,3,7,6
"2243",15400,2011-09-08,92,5,716.2,2,4,3,6,7
"2244",15402,2011-07-14,148,2,626.35,1,2,2,5,4
"2245",15405,2011-06-03,189,1,349.1,1,1,2,3,3
"2246",15406,2011-11-08,31,2,510.71,3,2,2,6,4
"2247",15407,2011-11-06,33,4,1046.74,3,3,3,7,6
"2248",15408,2011-03-20,264,1,267.18,1,1,1,3,2
"2249",15410,2011-09-16,84,8,3450.84,2,4,4,8,8
"2250",15411,2011-11-13,26,4,1348.93,3,3,3,8,6
"2251",15412,2011-06-21,171,1,190.53,1,1,1,3,2
"2252",15414,2011-11-30,9,3,774.9,4,3,3,7,6
"2253",15415,2011-01-30,313,1,559.61,1,1,2,4,3
"2254",15416,2011-10-06,64,4,3984.32,2,3,4,8,7
"2255",15417,2011-09-15,85,1,508.8,2,1,2,5,3
"2256",15419,2011-11-15,24,1,135.86,3,1,1,5,2
"2257",15421,2011-10-12,58,4,950.36,2,3,3,7,6
"2258",15422,2011-01-20,323,2,97.7,1,2,1,4,3
"2259",15423,2011-11-01,38,1,43.5,3,1,1,4,2
"2260",15424,2011-03-30,254,2,383.34,1,2,2,4,4
"2261",15426,2011-11-20,19,5,1404.07,3,4,3,9,7
"2262",15427,2011-11-06,33,3,1430.54,3,3,3,7,6
"2263",15428,2011-11-24,15,1,93.78,4,1,1,5,2
"2264",15429,2011-11-13,26,2,397.35,3,2,2,6,4
"2265",15432,2011-11-16,23,1,171.19,3,1,1,5,2
"2266",15433,2011-05-10,213,2,533.3,1,2,2,5,4
"2267",15434,2011-12-01,8,5,1041.48,4,4,3,8,7
"2268",15435,2011-11-17,22,1,149.29,3,1,1,5,2
"2269",15436,2011-11-27,12,3,1067.75,4,3,3,7,6
"2270",15437,2011-03-22,262,1,200.16,1,1,1,3,2
"2271",15438,2011-07-31,131,1,156.58,2,1,1,3,2
"2272",15440,2011-10-16,54,3,383.68,2,3,2,5,5
"2273",15442,2011-04-05,248,1,594,1,1,2,4,3
"2274",15443,2011-12-08,1,7,3213.59,4,4,4,9,8
"2275",15444,2011-11-30,9,2,1411.21,4,2,3,8,5
"2276",15445,2011-03-20,264,1,113.5,1,1,1,3,2
"2277",15447,2011-01-13,330,1,155.17,1,1,1,3,2
"2278",15448,2011-01-31,312,1,494.64,1,1,2,4,3
"2279",15449,2011-11-13,26,3,974.52,3,3,3,6,6
"2280",15450,2011-11-09,30,1,429.84,3,1,2,5,3
"2281",15452,2011-11-10,29,3,528.48,3,3,2,6,5
"2282",15453,2011-12-08,1,7,1371.77,4,4,3,9,7
"2283",15454,2010-12-12,362,1,179.1,1,1,1,3,2
"2284",15456,2011-03-01,283,3,434.59,1,3,2,5,5
"2285",15457,2011-03-22,262,1,237.07,1,1,1,3,2
"2286",15458,2011-11-14,25,1,161.64,3,1,1,4,2
"2287",15460,2010-12-20,354,1,214.26,1,1,1,3,2
"2288",15462,2011-09-06,94,3,234.6,2,3,1,4,4
"2289",15463,2011-11-10,29,1,126.14,3,1,1,4,2
"2290",15464,2011-01-05,338,1,1044.65,1,1,3,4,4
"2291",15465,2011-11-20,19,18,7354.62,3,4,4,9,8
"2292",15466,2011-09-15,85,1,334.53,2,1,2,4,3
"2293",15467,2011-11-30,9,3,524.88,4,3,2,7,5
"2294",15468,2011-10-19,51,2,467.51,2,2,2,6,4
"2295",15469,2011-10-20,50,2,538.55,3,2,2,6,4
"2296",15471,2011-12-07,2,1,454.48,4,1,2,6,3
"2297",15472,2011-08-18,113,1,371.56,2,1,2,3,3
"2298",15473,2011-11-25,14,7,1771.2,4,4,4,9,8
"2299",15475,2011-09-23,77,1,454.11,2,1,2,5,3
"2300",15478,2011-10-30,40,2,1399.92,3,2,3,7,5
"2301",15480,2011-08-15,116,1,905.5,2,1,3,4,4
"2302",15482,2011-11-24,15,11,10839.76,4,4,4,9,8
"2303",15483,2011-07-01,161,4,225.26,1,3,1,5,4
"2304",15484,2011-12-08,1,4,3590.41,4,3,4,9,7
"2305",15485,2011-11-09,30,3,2564.5,3,3,4,7,7
"2306",15488,2011-09-08,92,1,91.32,2,1,1,3,2
"2307",15489,2011-11-17,22,3,1134.28,3,3,3,7,6
"2308",15491,2011-09-05,95,6,3100.09,2,4,4,7,8
"2309",15492,2011-11-11,28,2,659.46,3,2,2,6,4
"2310",15493,2011-11-07,32,5,1953.41,3,4,4,8,8
"2311",15494,2011-11-18,21,2,1280.58,3,2,3,8,5
"2312",15497,2011-11-22,17,2,1262.2,4,2,3,8,5
"2313",15498,2011-12-07,2,27,13316.4,4,4,4,9,8
"2314",15500,2011-12-01,8,4,1131.56,4,3,3,8,6
"2315",15502,2011-11-24,15,10,6923.98,4,4,4,9,8
"2316",15503,2010-12-12,362,1,141.04,1,1,1,3,2
"2317",15504,2011-09-19,81,1,52.83,2,1,1,4,2
"2318",15505,2011-10-18,52,5,3610.96,2,4,4,8,8
"2319",15506,2011-11-17,22,3,972.08,3,3,3,7,6
"2320",15507,2011-06-21,171,1,475.86,1,1,2,4,3
"2321",15508,2011-06-03,189,6,1000.27,1,4,3,6,7
"2322",15510,2011-01-13,330,1,250,1,1,1,3,2
"2323",15511,2011-11-28,11,5,900.53,4,4,3,8,7
"2324",15512,2011-07-07,155,2,121,1,2,1,4,3
"2325",15513,2011-11-06,33,19,14758.22,3,4,4,8,8
"2326",15514,2011-11-27,12,11,4023.72,4,4,4,9,8
"2327",15516,2011-10-26,44,3,62.43,3,3,1,5,4
"2328",15517,2011-04-20,233,1,267.03,1,1,1,3,2
"2329",15518,2011-10-06,64,8,1921.55,2,4,4,8,8
"2330",15520,2011-12-08,1,1,343.5,4,1,2,5,3
"2331",15521,2011-10-30,40,8,3000.2,3,4,4,8,8
"2332",15522,2011-11-07,32,2,397.99,3,2,2,6,4
"2333",15523,2011-09-16,84,1,412.01,2,1,2,5,3
"2334",15524,2011-11-15,24,1,440,3,1,2,6,3
"2335",15525,2011-12-07,2,3,731.87,4,3,3,7,6
"2336",15526,2011-11-06,33,2,148.44,3,2,1,5,3
"2337",15527,2011-11-21,18,8,2428.53,3,4,4,9,8
"2338",15528,2011-03-30,254,1,229.33,1,1,1,3,2
"2339",15529,2011-11-17,22,11,3960.05,3,4,4,9,8
"2340",15530,2011-11-18,21,4,1497.31,3,3,3,9,6
"2341",15531,2011-12-01,8,2,1972.39,4,2,4,8,6
"2342",15532,2011-11-14,25,4,1554.83,3,3,3,8,6
"2343",15533,2011-11-20,19,3,807.57,3,3,3,7,6
"2344",15535,2011-06-19,173,4,502.9,1,3,2,6,5
"2345",15537,2011-06-29,163,1,110.92,1,1,1,3,2
"2346",15539,2011-12-02,7,1,538.46,4,1,2,6,3
"2347",15540,2011-11-28,11,1,213.3,4,1,1,5,2
"2348",15541,2011-08-17,114,1,85.13,2,1,1,3,2
"2349",15543,2011-02-24,288,1,127.86,1,1,1,3,2
"2350",15544,2011-11-30,9,9,3546.71,4,4,4,9,8
"2351",15545,2011-10-16,54,2,288.97,2,2,1,5,3
"2352",15547,2011-12-02,7,14,4910.6,4,4,4,9,8
"2353",15549,2011-09-23,77,3,1677.71,2,3,4,7,7
"2354",15550,2011-12-05,4,4,575.63,4,3,2,8,5
"2355",15551,2011-11-03,36,1,436.06,3,1,2,5,3
"2356",15552,2011-05-06,217,1,90.12,1,1,1,3,2
"2357",15553,2011-10-10,60,1,428.93,2,1,2,5,3
"2358",15554,2011-03-07,277,1,217.2,1,1,1,3,2
"2359",15555,2011-11-27,12,16,4791.87,4,4,4,9,8
"2360",15556,2011-11-15,24,1,279.77,3,1,1,5,2
"2361",15557,2011-11-11,28,1,468.91,3,1,2,5,3
"2362",15561,2011-11-28,11,4,800.59,4,3,3,8,6
"2363",15562,2010-12-23,351,1,134.55,1,1,1,3,2
"2364",15563,2011-11-17,22,3,1361.44,3,3,3,8,6
"2365",15565,2011-10-20,50,2,173.16,3,2,1,5,3
"2366",15567,2011-11-21,18,1,186.01,3,1,1,5,2
"2367",15568,2011-12-07,2,3,758.29,4,3,3,7,6
"2368",15569,2011-08-28,103,5,1375.71,2,4,3,7,7
"2369",15570,2011-12-02,7,12,4148.82,4,4,4,9,8
"2370",15571,2011-11-28,11,4,650.43,4,3,2,8,5
"2371",15572,2011-12-05,4,7,2533.42,4,4,4,9,8
"2372",15573,2011-11-08,31,2,583.24,3,2,2,6,4
"2373",15574,2011-06-15,177,4,675.64,1,3,3,6,6
"2374",15576,2011-11-02,37,1,921.37,3,1,3,5,4
"2375",15577,2011-07-11,151,3,258.88,1,3,1,4,4
"2376",15578,2011-06-30,162,1,127.1,1,1,1,3,2
"2377",15579,2011-10-02,68,2,327.6,2,2,2,5,4
"2378",15581,2011-07-06,156,10,717.43,1,4,3,6,7
"2379",15582,2011-11-15,24,3,682.91,3,3,3,7,6
"2380",15584,2011-11-16,23,4,720.86,3,3,3,8,6
"2381",15585,2011-06-16,176,1,455.3,1,1,2,4,3
"2382",15587,2011-10-20,50,4,913.68,3,3,3,7,6
"2383",15589,2011-03-29,255,3,478.53,1,3,2,5,5
"2384",15592,2011-10-24,46,1,388.58,3,1,2,5,3
"2385",15593,2011-09-30,70,1,199.8,2,1,1,4,2
"2386",15594,2011-11-24,15,5,1771.78,4,4,4,9,8
"2387",15596,2011-08-31,100,5,1406.59,2,4,3,7,7
"2388",15597,2011-11-04,35,1,324.57,3,1,2,4,3
"2389",15598,2011-10-17,53,1,240.68,2,1,1,4,2
"2390",15599,2011-11-13,26,2,761.74,3,2,3,6,5
"2391",15601,2011-11-28,11,14,6776.56,4,4,4,9,8
"2392",15602,2011-12-01,8,9,1297.87,4,4,3,9,7
"2393",15603,2011-09-22,78,1,48.48,2,1,1,4,2
"2394",15604,2011-10-18,52,1,216.39,2,1,1,4,2
"2395",15605,2011-11-03,36,5,1198.23,3,4,3,8,7
"2396",15606,2011-10-09,61,9,2920.16,2,4,4,8,8
"2397",15607,2011-01-07,336,1,104.76,1,1,1,3,2
"2398",15608,2011-11-11,28,4,1093.68,3,3,3,7,6
"2399",15609,2011-06-08,184,1,298.48,1,1,1,3,2
"2400",15610,2011-10-19,51,1,112.46,2,1,1,4,2
"2401",15611,2011-11-30,9,13,1591.45,4,4,3,9,7
"2402",15612,2011-11-03,36,2,195.15,3,2,1,5,3
"2403",15615,2011-11-29,10,23,10399.74,4,4,4,9,8
"2404",15618,2011-11-07,32,4,776.851,3,3,3,7,6
"2405",15619,2011-11-29,10,1,336.4,4,1,2,5,3
"2406",15620,2011-10-14,56,3,1553.18,2,3,3,7,6
"2407",15621,2011-12-05,4,4,1293.03,4,3,3,9,6
"2408",15622,2011-10-27,43,9,3709.56,3,4,4,8,8
"2409",15623,2011-07-21,141,1,301.03,2,1,1,3,2
"2410",15624,2011-08-15,116,4,588.13,2,3,2,6,5
"2411",15625,2011-08-28,103,4,1534.26,2,3,3,7,6
"2412",15626,2011-09-26,74,2,675.8,2,2,3,6,5
"2413",15628,2011-12-05,4,9,2870.24,4,4,4,9,8
"2414",15630,2011-10-25,45,2,1186.35,3,2,3,6,5
"2415",15632,2011-11-24,15,8,3285.31,4,4,4,9,8
"2416",15634,2011-11-22,17,1,243.55,4,1,1,5,2
"2417",15636,2011-09-11,89,2,724.76,2,2,3,6,5
"2418",15637,2011-10-18,52,1,223.36,2,1,1,4,2
"2419",15639,2011-07-28,134,1,425.32,2,1,2,4,3
"2420",15640,2011-12-05,4,15,12416.11,4,4,4,9,8
"2421",15641,2011-08-26,105,4,1887.2,2,3,4,7,7
"2422",15643,2011-06-01,191,3,664,1,3,2,5,5
"2423",15644,2011-06-26,166,4,803.54,1,3,3,6,6
"2424",15645,2011-11-21,18,1,611.59,3,1,2,6,3
"2425",15646,2011-07-05,157,3,447.64,1,3,2,5,5
"2426",15648,2011-05-19,204,2,639.5,1,2,2,5,4
"2427",15649,2011-01-07,336,2,816,1,2,3,5,5
"2428",15651,2011-11-03,36,3,646.3,3,3,2,6,5
"2429",15652,2011-09-09,91,1,337.74,2,1,2,4,3
"2430",15653,2011-09-08,92,2,877.44,2,2,3,5,5
"2431",15654,2011-11-30,9,2,922.53,4,2,3,7,5
"2432",15655,2011-04-10,243,1,560.67,1,1,2,4,3
"2433",15656,2011-10-25,45,4,748.5,3,3,3,7,6
"2434",15657,2011-11-17,22,1,30,3,1,1,5,2
"2435",15658,2011-06-02,190,5,1024.1,1,4,3,6,7
"2436",15659,2011-10-27,43,1,306.45,3,1,2,4,3
"2437",15660,2011-11-14,25,9,1600.86,3,4,3,8,7
"2438",15661,2011-01-26,317,2,309.8,1,2,2,4,4
"2439",15663,2011-08-25,106,1,138.14,2,1,1,3,2
"2440",15664,2011-10-20,50,1,386.43,3,1,2,4,3
"2441",15665,2011-06-24,168,2,2222.21,1,2,4,6,6
"2442",15667,2011-10-31,39,1,301.32,3,1,1,4,2
"2443",15668,2011-05-06,217,1,76.32,1,1,1,3,2
"2444",15669,2011-10-30,40,4,684.34,3,3,3,7,6
"2445",15670,2011-02-16,296,1,173.05,1,1,1,3,2
"2446",15671,2011-11-21,18,7,2657.13,3,4,4,9,8
"2447",15673,2011-09-12,88,4,2726.23,2,3,4,8,7
"2448",15674,2011-09-27,73,4,2111.89,2,3,4,8,7
"2449",15675,2011-09-19,81,3,323.69,2,3,2,5,5
"2450",15676,2011-11-21,18,3,3435.76,3,3,4,8,7
"2451",15677,2011-10-21,49,1,657.23,3,1,2,5,3
"2452",15678,2011-10-18,52,1,352.7,2,1,2,4,3
"2453",15679,2011-11-15,24,4,781.28,3,3,3,8,6
"2454",15680,2011-11-30,9,3,1333.68,4,3,3,8,6
"2455",15681,2011-11-14,25,5,1426.16,3,4,3,8,7
"2456",15683,2011-08-14,117,1,193.75,2,1,1,3,2
"2457",15687,2011-12-01,8,9,2993.1,4,4,4,9,8
"2458",15689,2011-08-12,119,2,254.1,2,2,1,4,3
"2459",15690,2011-12-05,4,2,239.76,4,2,1,6,3
"2460",15691,2011-04-01,252,1,136.8,1,1,1,3,2
"2461",15692,2011-11-11,28,1,191.04,3,1,1,4,2
"2462",15694,2011-12-09,0,14,6479.4,4,4,4,9,8
"2463",15695,2011-03-18,266,2,409.98,1,2,2,5,4
"2464",15696,2011-11-06,33,8,2711.11,3,4,4,8,8
"2465",15699,2011-11-22,17,1,309.65,4,1,2,5,3
"2466",15700,2011-06-20,172,2,696.68,1,2,3,5,5
"2467",15701,2011-12-07,2,4,1529,4,3,3,9,6
"2468",15703,2011-03-20,264,1,211.5,1,1,1,3,2
"2469",15704,2011-07-22,140,4,2293.62,2,3,4,7,7
"2470",15705,2011-05-22,201,1,143.1,1,1,1,3,2
"2471",15706,2011-10-07,63,4,1060.56,2,3,3,7,6
"2472",15707,2011-11-04,35,4,916.98,3,3,3,7,6
"2473",15708,2011-10-30,40,7,3235.25,3,4,4,8,8
"2474",15709,2011-03-01,283,1,133.25,1,1,1,3,2
"2475",15712,2011-11-30,9,5,1072.36,4,4,3,8,7
"2476",15713,2011-07-19,143,2,356.7,1,2,2,4,4
"2477",15714,2011-11-28,11,2,330.03,4,2,2,6,4
"2478",15716,2011-07-17,145,4,1101.11,1,3,3,6,6
"2479",15717,2011-04-19,234,1,150.3,1,1,1,3,2
"2480",15719,2011-11-07,32,13,5028.42,3,4,4,8,8
"2481",15720,2011-11-15,24,1,598.73,3,1,2,6,3
"2482",15721,2011-11-28,11,1,471.4,4,1,2,6,3
"2483",15722,2011-11-04,35,5,2211.21,3,4,4,8,8
"2484",15723,2010-12-10,364,1,190.7,1,1,1,3,2
"2485",15724,2011-05-22,201,2,218.25,1,2,1,4,3
"2486",15725,2011-11-24,15,1,415.25,4,1,2,6,3
"2487",15727,2011-11-23,16,7,5159.06,4,4,4,9,8
"2488",15729,2011-05-11,212,1,85,1,1,1,3,2
"2489",15730,2011-10-05,65,3,1120.88,2,3,3,6,6
"2490",15732,2011-05-11,212,2,294.12,1,2,1,4,3
"2491",15733,2011-03-02,282,1,162.3,1,1,1,3,2
"2492",15734,2011-08-17,114,2,1339.45,2,2,3,6,5
"2493",15737,2011-11-25,14,8,1188.12,4,4,3,9,7
"2494",15738,2011-11-21,18,16,4812.42,3,4,4,9,8
"2495",15739,2011-10-04,66,1,449.12,2,1,2,5,3
"2496",15740,2011-10-21,49,1,154.88,3,1,1,4,2
"2497",15743,2011-11-23,16,4,775.96,4,3,3,8,6
"2498",15744,2011-09-23,77,1,34.8,2,1,1,4,2
"2499",15745,2011-11-20,19,4,1094.59,3,3,3,8,6
"2500",15746,2011-07-28,134,1,196.88,2,1,1,3,2
"2501",15747,2011-11-27,12,3,946.64,4,3,3,7,6
"2502",15748,2011-10-30,40,1,144.36,3,1,1,4,2
"2503",15749,2011-04-18,235,3,44534.3,1,3,4,6,7
"2504",15750,2011-12-07,2,8,2463.05,4,4,4,9,8
"2505",15752,2011-10-31,39,7,2626.6,3,4,4,8,8
"2506",15753,2011-02-08,304,1,79.2,1,1,1,3,2
"2507",15754,2011-10-19,51,3,458.57,2,3,2,6,5
"2508",15755,2011-11-29,10,6,2364.25,4,4,4,9,8
"2509",15756,2011-10-09,61,4,528.01,2,3,2,7,5
"2510",15757,2011-10-05,65,2,714.42,2,2,3,6,5
"2511",15758,2011-11-15,24,1,205.25,3,1,1,5,2
"2512",15759,2011-05-05,218,3,253.04,1,3,1,4,4
"2513",15762,2011-10-05,65,2,583.75,2,2,2,6,4
"2514",15763,2011-11-08,31,2,1086.92,3,2,3,6,5
"2515",15764,2011-09-12,88,6,3279.97,2,4,4,8,8
"2516",15766,2011-10-06,64,1,315.06,2,1,2,4,3
"2517",15768,2011-08-16,115,3,621.83,2,3,2,5,5
"2518",15769,2011-12-02,7,26,56252.72,4,4,4,9,8
"2519",15773,2011-12-04,5,1,635.68,4,1,2,6,3
"2520",15774,2011-10-02,68,1,270.8,2,1,1,4,2
"2521",15775,2011-04-08,245,1,104.9,1,1,1,3,2
"2522",15776,2011-07-29,133,1,241.62,2,1,1,3,2
"2523",15777,2011-04-12,241,4,1047.11,1,3,3,6,6
"2524",15780,2011-06-09,183,3,475.28,1,3,2,5,5
"2525",15781,2011-11-14,25,3,345.46,3,3,2,5,5
"2526",15782,2011-11-30,9,3,2614.74,4,3,4,8,7
"2527",15783,2011-11-29,10,1,246.3,4,1,1,5,2
"2528",15785,2011-11-07,32,5,2328.97,3,4,4,8,8
"2529",15786,2011-10-24,46,3,4919,3,3,4,7,7
"2530",15787,2011-11-13,26,3,933.26,3,3,3,6,6
"2531",15789,2010-12-16,358,1,351.3,1,1,2,3,3
"2532",15790,2011-11-29,10,1,218.75,4,1,1,5,2
"2533",15791,2011-10-27,43,2,1612.69,3,2,3,7,5
"2534",15793,2011-11-25,14,3,965.61,4,3,3,7,6
"2535",15795,2011-07-13,149,1,610.01,1,1,2,4,3
"2536",15796,2011-12-08,1,8,2707.61,4,4,4,9,8
"2537",15797,2011-08-18,113,3,2192.4,2,3,4,6,7
"2538",15799,2011-09-25,75,3,884.14,2,3,3,6,6
"2539",15800,2011-08-24,107,2,696.89,2,2,3,5,5
"2540",15801,2011-10-24,46,3,1063.95,3,3,3,6,6
"2541",15803,2011-10-19,51,1,415.82,2,1,2,5,3
"2542",15804,2011-12-09,0,13,4206.39,4,4,4,9,8
"2543",15805,2011-11-16,23,17,5488.18,3,4,4,9,8
"2544",15806,2011-10-24,46,3,784.58,3,3,3,6,6
"2545",15807,2011-10-20,50,3,903.9,3,3,3,6,6
"2546",15808,2011-02-06,306,4,3651.27,1,3,4,7,7
"2547",15809,2011-11-03,36,5,515.77,3,4,2,7,6
"2548",15810,2011-09-22,78,4,1391.98,2,3,3,8,6
"2549",15811,2011-11-17,22,6,2218.62,3,4,4,9,8
"2550",15812,2011-08-24,107,5,1801.14,2,4,4,7,8
"2551",15813,2011-05-16,207,2,1303.91,1,2,3,6,5
"2552",15814,2011-11-23,16,4,1945.33,4,3,4,9,7
"2553",15815,2011-10-07,63,5,2100.6,2,4,4,8,8
"2554",15819,2011-10-21,49,4,1905.45,3,3,4,8,7
